[ 5941.758501] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.550543] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.566557] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.582562] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.598571] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.615450] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.620225] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6137446392165
[ 6137.631481] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.647514] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.663522] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.679547] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.695557] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.711566] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.721858] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6137548034174
[ 6137.723080] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6137549256077
[ 6137.727590] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.743596] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.759617] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.775712] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.791729] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.807754] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.823768] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.839791] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.855815] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.871826] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.887852] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.903873] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.919888] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.930558] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6137756734453
[ 6137.935908] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.951913] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.967937] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.975697] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6137801872530
[ 6137.975818] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6137801994293
[ 6137.983948] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6137.999962] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.015975] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.029065] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6137855240539
[ 6138.031990] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.048001] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.064015] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.080031] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.096047] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.112072] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.128096] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.144120] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.160132] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.176140] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.192150] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.208161] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.224177] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.240183] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.256200] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.272210] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.288303] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.304312] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.320322] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.336325] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.352337] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.368359] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.384372] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.400386] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.416407] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.432433] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.448468] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.464478] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.480508] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.496522] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.512537] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.528546] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.544572] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.560588] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.576596] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.592615] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.608620] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.624943] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.640958] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.656981] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.672994] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.689019] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.705035] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.721062] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.737088] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.753111] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.769130] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.785156] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.801176] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.817199] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.833230] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.850639] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.866659] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.882688] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.898708] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.914737] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.930748] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.945957] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6138772133231
[ 6138.946764] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.957310] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6138783485658
[ 6138.957539] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6138783715286
[ 6138.961398] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6138787573909
[ 6138.962772] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.978793] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6138.994804] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.003384] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6138829560012
[ 6139.010834] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.026855] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.042872] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.058904] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.074929] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.090951] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.106967] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.122979] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.139009] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.155036] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.171062] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.187072] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.203087] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.219121] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.235144] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.251238] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.267257] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.283280] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.299311] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.315332] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.331346] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.347366] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.364331] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.380340] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.396358] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.412372] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.428402] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.444419] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.460433] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.476448] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.492459] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.508487] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.524496] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.540507] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.557350] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.573354] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.589378] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.605410] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.621431] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.637446] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.653563] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.669595] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.685623] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.701651] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.717663] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.733675] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.749684] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.765712] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.781724] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.797742] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.813760] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.829777] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.845794] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.861823] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.877832] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.893842] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.909853] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.925886] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.941912] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.957930] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.973960] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6139.990065] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.006087] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.022115] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.038126] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.054141] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.070185] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.086204] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.102214] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.118239] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.134247] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.150274] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.166284] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.182309] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.198327] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.214348] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.230361] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.246364] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.262381] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.278396] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.294416] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.310433] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.311301] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6140137476600
[ 6140.313980] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6140140156374
[ 6140.317654] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6140143829946
[ 6140.326454] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.335104] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6140161279664
[ 6140.344971] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.360979] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.376987] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.392992] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.405143] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6140231318917
[ 6140.409016] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.425026] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.441045] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.457068] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.473072] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.483373] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6140309549361
[ 6140.489105] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.505130] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.521148] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.537163] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.553194] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.569216] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.585239] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.601253] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.617281] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.633307] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.650099] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.666131] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.682155] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.698174] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.714191] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.730203] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.746235] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.762262] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.778281] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.794289] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.810327] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.826342] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.842355] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.858378] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.874396] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.890427] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.906443] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.922464] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.938483] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.954503] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.962070] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6140788246320
[ 6140.970533] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6140.982462] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6140808638001
[ 6140.986544] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.002565] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.018599] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.034617] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.050631] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.066904] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.082933] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.098950] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.114975] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.130997] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.147008] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.163034] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.179046] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.195071] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.211088] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.227110] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.243126] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.259151] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.275174] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.291182] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.307187] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.323207] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.339234] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.355257] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.371272] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.387292] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.403303] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.419386] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.428237] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6141254412797
[ 6141.435418] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.451445] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.467463] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.473454] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6141299629800
[ 6141.475020] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6141301196315
[ 6141.476319] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6141302495263
[ 6141.476388] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6141302563967
[ 6141.483483] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.499495] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.515556] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.531573] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.547593] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.563642] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.579707] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.595747] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.611905] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.628585] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.644638] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.660662] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.676673] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.692749] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.708765] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.724779] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.741744] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.758458] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.774471] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.790488] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.806497] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.822543] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.838559] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.854565] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.870581] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.877389] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 6141703564685
[ 6141.886586] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.902592] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.918610] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.934624] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.950637] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.966651] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.982666] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6141.998678] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.014693] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.030708] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.046720] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.062733] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.078758] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.095321] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.112515] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.128529] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.144540] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.160571] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.176583] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.192593] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.208599] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.224609] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.240624] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.256640] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.272730] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 6142.289062] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
